organelle,human_ensembl,unique_species,species_list,fisher_stat,fisher_p,fisher_padj,direction_conserved
Plasma membrane,ENSG00000096696,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",62.6155988165088,9.09200964162122e-06,1.91275297177503e-05,up
Plasma membrane,ENSG00000133794,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",179.043975820772,1.35332974662836e-26,2.74356848634658e-25,up
Plasma membrane,ENSG00000086570,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",22.84206616918,0.196732309673069,0.204052581660904,up
Plasma membrane,ENSG00000164418,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",64.0159700008918,1.6951531862005e-05,3.37517107609564e-05,up
Plasma membrane,ENSG00000116678,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",98.5291434698682,1.16450229510596e-11,4.89969833601189e-11,mixed
Plasma membrane,ENSG00000143473,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",15.5771199378358,0.33987491430933,0.346082675301281,up
Plasma membrane,ENSG00000137267,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",104.102332663108,1.2284057279857e-12,5.70696827793356e-12,mixed
Plasma membrane,ENSG00000204577,1,"Homo sapiens,Homo sapiens",4.6035277172509,0.33044764942855,0.338026723956728,mixed
Plasma membrane,ENSG00000105609,2,"Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",47.946124349203,0.00548045044938318,0.00718906147183794,up
Plasma membrane,ENSG00000181418,2,"Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Homo sapiens,Homo sapiens",22.6194703176928,0.0667502950469258,0.0740433000391342,up
Plasma membrane,ENSG00000134762,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",31.1052343487948,0.093982187512981,0.102735430467621,up
Plasma membrane,ENSG00000062038,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",37.1380743051042,0.0228435547593281,0.027096344209203,up
Plasma membrane,ENSG00000185436,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",27.3975413413917,0.196515027062004,0.204052581660904,up
Plasma membrane,ENSG00000149452,3,"Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Homo sapiens,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans",267.777894578724,4.30460453711931e-22,5.64662830457416e-21,mixed
Plasma membrane,ENSG00000137204,2,"Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",49.7397217570711,6.75045689946876e-06,1.43366846531575e-05,mixed
Plasma membrane,ENSG00000106278,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",180.585624379477,1.15136380025786e-16,8.02356648304693e-16,up
Plasma membrane,ENSG00000156886,2,"Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus",28.5676963464572,0.00456541950220372,0.00606124616417252,up
Plasma membrane,ENSG00000172724,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",27.6814867975542,0.0670706125915027,0.0740433000391342,up
Plasma membrane,ENSG00000211899,2,"Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",79.9253814906674,1.71633671121332e-10,6.37905144334285e-10,mixed
Plasma membrane,ENSG00000168334,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",65.085100563583,3.00861604460338e-07,7.98715926126849e-07,up
Plasma membrane,ENSG00000129048,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",42.6201099830522,0.00525381273797053,0.00693254580217414,up
Plasma membrane,ENSG00000204388,2,"Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",150.121426140804,6.94911757875389e-16,4.46488048990576e-15,up
Plasma membrane,ENSG00000204389,1,"Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens",11.8025422786817,0.160233787447957,0.169346609482912,mixed
Plasma membrane,ENSG00000204421,2,"Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",27.3312386902546,0.0379450841138724,0.0433936090122746,up
Plasma membrane,ENSG00000178695,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",65.7563841129847,3.02421058674667e-06,6.81211071560109e-06,up
Plasma membrane,ENSG00000132677,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",28.4558957517667,0.0278739384816902,0.0325439177037535,up
Membrane transport,ENSG00000022355,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Homo sapiens",14.0665701677985,0.296477445408907,0.328904666000506,mixed
Membrane transport,ENSG00000151834,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Homo sapiens",8.98712752232179,0.704029522400563,0.735089648388823,mixed
Membrane transport,ENSG00000011677,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens",8.71823383869249,0.965916819490258,0.965916819490258,mixed
Membrane transport,ENSG00000109158,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Homo sapiens",22.9227869175232,0.0615377820800067,0.0716259430767291,up
Membrane transport,ENSG00000186297,2,"Homo sapiens,Mus musculus,Homo sapiens",6.83056362858053,0.336801339316044,0.362316592294532,mixed
Membrane transport,ENSG00000102287,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",46.8099850218205,0.00739432349092937,0.00990560316709406,mixed
Membrane transport,ENSG00000163285,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Homo sapiens",12.4536869792527,0.255839290066302,0.28832681896361,mixed
Membrane transport,ENSG00000113327,2,"Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",3.7007968007606,0.883059706493125,0.895674845157312,mixed
Membrane transport,ENSG00000182256,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Caenorhabditis elegans,Mus musculus,Homo sapiens,Drosophila melanogaster",72.6382864653115,2.71912425933215e-06,4.19690918288223e-06,down
Membrane transport,ENSG00000075673,2,"Homo sapiens,Mus musculus,Homo sapiens",6.96421469144993,0.32416929798519,0.354092617799207,mixed
Membrane transport,ENSG00000163399,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",227.914188005229,3.59921079145907e-36,8.51813220645312e-35,down
Membrane transport,ENSG00000018625,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",108.572744926572,3.5735224474155e-14,1.014880375066e-13,up
Membrane transport,ENSG00000105409,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",37.9070113520308,0.0187668352430465,0.0233762333729176,up
Membrane transport,ENSG00000132681,3,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Caenorhabditis elegans,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens",88.4292531308289,6.73963676768645e-06,9.76559613277016e-06,down
Membrane transport,ENSG00000105675,4,"Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Drosophila melanogaster",77.6062203463477,4.33847840484412e-06,6.55387163284963e-06,mixed
Membrane transport,ENSG00000109738,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",304.90899061475,2.92607145074772e-38,1.03875536501544e-36,down
Membrane transport,ENSG00000144935,2,"Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",15.806131831241,0.825389643581195,0.849313981076302,mixed
Membrane transport,ENSG00000072315,4,"Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Homo sapiens,Drosophila melanogaster",139.404095718177,2.99633979975797e-18,1.51957232702011e-17,down
Membrane transport,ENSG00000110955,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",139.308640908768,6.61571387156805e-10,1.42338086327676e-09,down
Membrane transport,ENSG00000167283,1,"Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens",20.8307078092975,0.00761099643737542,0.010007050871364,mixed
Membrane transport,ENSG00000249222,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Drosophila melanogaster,Drosophila melanogaster,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster",182.601681992675,3.51600272328733e-18,1.66424128902267e-17,down
Membrane transport,ENSG00000152234,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",279.629275355024,1.19265824712197e-25,9.40874839396222e-25,down
Membrane transport,ENSG00000004779,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",186.145806505002,2.36886053857362e-15,8.40945491193634e-15,down
Membrane transport,ENSG00000198899,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",56.2098257602992,0.00965882572608917,0.0124686659373151,down
Membrane transport,ENSG00000198763,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",78.5016746641062,1.11350082932168e-06,1.79678542913271e-06,down
Membrane transport,ENSG00000198786,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",74.0898370155888,0.023755058968875,0.0290794687377608,down
Membrane transport,ENSG00000124172,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",188.366070298534,2.43945412442237e-17,9.62229126855492e-17,down
Membrane transport,ENSG00000069849,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",94.6300148221627,3.69097486741661e-09,7.08268150233998e-09,down
Membrane transport,ENSG00000101892,2,"Mus musculus,Mus musculus,Homo sapiens,Mus musculus,Homo sapiens,Homo sapiens",131.833728366042,2.64341272749256e-22,1.70620276047247e-21,down
Membrane transport,ENSG00000186009,3,"Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Homo sapiens,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster",273.799968571649,2.08856233667281e-28,2.11839894148242e-27,down
Membrane transport,ENSG00000154723,3,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",87.3912002115415,5.04122836251686e-08,8.52207651758802e-08,down
Membrane transport,ENSG00000167863,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",197.587611921267,1.96910747427044e-19,1.16505525561001e-18,down
Membrane transport,ENSG00000241837,2,"Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Homo sapiens,Homo sapiens,Caenorhabditis elegans,Caenorhabditis elegans,Homo sapiens,Homo sapiens",75.9192942123411,1.91305652275408e-08,3.3956753278885e-08,mixed
Membrane transport,ENSG00000249209,4,"Mus musculus,Mus musculus,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",78.2245058106455,1.22348185280967e-06,1.93038247887748e-06,down
Membrane transport,ENSG00000178741,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",167.533091179503,4.20482591908589e-12,1.02945738018999e-11,down
Membrane transport,ENSG00000116459,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",179.596432227975,1.10231285579942e-17,4.60377722127994e-17,down
Membrane transport,ENSG00000130414,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",198.939953289273,1.83941123455915e-18,1.00460152041308e-17,down
Membrane transport,ENSG00000165629,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",164.215659679687,1.2571489549111e-14,3.88076416516034e-14,down
Membrane transport,ENSG00000147123,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",206.317674921342,6.09500029811421e-18,2.70465638228818e-17,down
Membrane transport,ENSG00000099624,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",159.027047264644,6.29905812606661e-15,2.12968155690824e-14,down
Membrane transport,ENSG00000099795,4,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",107.744932733551,4.41870832791457e-09,8.25600766531406e-09,down
Membrane transport,ENSG00000156467,6,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",272.328215419668,6.85176252354091e-31,1.21618784792851e-29,mixed
Membrane transport,ENSG00000126267,3,"Mus musculus,Mus musculus,Arabidopsis thaliana,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Mus musculus,Arabidopsis thaliana,Mus musculus,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens",74.323196350973,4.53172692206182e-06,6.70317940554977e-06,mixed
Membrane transport,ENSG00000160471,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Drosophila melanogaster",270.809618138091,1.47528433576025e-28,1.95449127209534e-27,down
Membrane transport,ENSG00000184752,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Arabidopsis thaliana,Drosophila melanogaster,Arabidopsis thaliana,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Arabidopsis thaliana,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster",137.556384442957,4.35192366915408e-12,1.02995526836647e-11,down
Membrane transport,ENSG00000135940,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Homo sapiens,Drosophila melanogaster,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Homo sapiens,Homo sapiens,Drosophila melanogaster",251.522025862134,5.96900346087221e-28,5.29749057152409e-27,down
Membrane transport,ENSG00000131055,5,"Mus musculus,Mus musculus,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Homo sapiens,Drosophila melanogaster,Caenorhabditis elegans,Mus musculus,Mus musculus,Caenorhabditis elegans,Mus musculus,Mus musculus,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Homo sapiens,Drosophila melanogaster",156.064592011538,2.21626400116891e-11,4.91733575259353e-11,down
